mid,override,,,
8788290328277,11.95,,,
8788290328763,11.95,,,
8788290328909,11.95,,,
8788290329626,11.95,,,
8788290353886,11.95,,,
8788290354147,11.95,,,
8788290354343,11.95,,,
8788290354348,11.95,,,
8788290354399,11.95,,,
8788290354727,11.95,,,
8788290355571,11.95,,,
8788290355680,11.95,,,
8788290377103,11.95,,,
8788290377172,11.95,,,
8788290377194,11.95,,,
8788290377365,11.95,,,
8788290377489,11.95,,,
8788290377497,11.95,,,
8788290377539,11.95,,,
8788290377603,11.95,,,
8788290377822,11.95,,,
8788290377936,11.95,,,
8788290377942,11.95,,,
8788290377987,11.95,,,
8788290378072,11.95,,,
8788290378084,11.95,,,
8788290378150,11.95,,,
8788290378451,11.95,,,
8788290378493,11.95,,,
8788290378509,11.95,,,
8788290378608,11.95,,,
8788290223614,11.95,,,
8788290223816,11.95,,,
8788290223927,11.95,,,
8788290223999,11.95,,,
8788290224291,11.95,,,
8788290224297,11.95,,,
8788290224363,11.95,,,
8788290224366,11.95,,,
8788290224421,11.95,,,
8788290224462,11.95,,,
8788290225221,11.95,,,
8788290225350,11.95,,,
8788290225854,11.95,,,
8788290225875,11.95,,,
8788290283722,11.95,,,
8788290283887,11.95,,,
8788290330674,11.95,,,
8788290330678,11.95,,,
8788290330736,11.95,,,
8788290330737,11.95,,,
8788290331255,11.95,,,
8788290331431,11.95,,,
8788290331495,11.95,,,
8788290331720,11.95,,,
8788290331863,11.95,,,
8788290355871,11.95,,,
8788290355963,11.95,,,
8788290356170,11.95,,,
8788290356261,11.95,,,
8788290356585,11.95,,,
8788290356589,11.95,,,
8788290356669,11.95,,,
8788290356701,11.95,,,
8788290356836,11.95,,,
8788290356932,11.95,,,
8788290357087,11.95,,,
8788290357327,11.95,,,
8788290357468,11.95,,,
8788290357586,11.95,,,
8788290378726,11.95,,,
8788290378777,11.95,,,
8788290378818,11.95,,,
8788290378880,11.95,,,
8788290378890,11.95,,,
8788290379055,11.95,,,
8788290379148,11.95,,,
8788290379219,11.95,,,
8788290379248,11.95,,,
8788290379345,11.95,,,
8788290379377,11.95,,,
8788290379533,11.95,,,
8788290379943,11.95,,,
8788290380078,11.95,,,
8788290380409,11.95,,,
8788290380421,11.95,,,
8788290380423,11.95,,,
8788290380424,11.95,,,
8788290380425,11.95,,,
8788290380581,11.95,,,
8788290380587,11.95,,,
8788290380990,11.95,,,
8788290223082,11.95,,,
8788290223874,11.95,,,
8788290223951,11.95,,,
8788290224520,11.95,,,
8788290224562,11.95,,,
8788290224591,11.95,,,
8788290224606,11.95,,,
8788290224741,11.95,,,
8788290225227,11.95,,,
8788290225623,11.95,,,
8788290226386,11.95,,,
8788290284046,11.95,,,
8788290330150,11.95,,,
8788290330491,11.95,,,
8788290330607,11.95,,,
8788290330620,11.95,,,
8788290330738,11.95,,,
8788290330739,11.95,,,
8788290330741,11.95,,,
8788290331199,11.95,,,
8788290356126,11.95,,,
8788290356708,11.95,,,
8788290356779,11.95,,,
8788290356958,11.95,,,
8788290357142,11.95,,,
8788290357232,11.95,,,
8788290357488,11.95,,,
8788290378838,11.95,,,
8788290378859,11.95,,,
8788290378928,11.95,,,
8788290378933,11.95,,,
8788290378938,11.95,,,
8788290378943,11.95,,,
8788290379128,11.95,,,
8788290379149,11.95,,,
8788290379169,11.95,,,
8788290379213,11.95,,,
8788290379432,11.95,,,
8788290379435,11.95,,,
8788290379590,11.95,,,
8788290379701,11.95,,,
8788290380080,11.95,,,
8788290380148,11.95,,,
8788290380242,11.95,,,
8788290380245,11.95,,,
8788290380257,11.95,,,
8788290380313,11.95,,,
8788290380331,11.95,,,
8788290380345,11.95,,,
8788290380576,11.95,,,
8788290380640,11.95,,,
8788290380659,11.95,,,
8788290380798,11.95,,,
8788290380834,11.95,,,
8788290380881,11.95,,,
8788290380893,11.95,,,
8788290226778,11.95,,,
8788290227094,11.95,,,
8788290228280,11.95,,,
8788290228283,11.95,,,
8788290332115,11.95,,,
8788290332382,11.95,,,
8788290332408,11.95,,,
8788290332667,11.95,,,
8788290332688,11.95,,,
8788290332768,11.95,,,
8788290332769,11.95,,,
8788290332935,11.95,,,
8788290333079,11.95,,,
8788290333212,11.95,,,
8788290333332,11.95,,,
8788290333634,11.95,,,
8788290333636,11.95,,,
8788290333820,11.95,,,
8788290333909,11.95,,,
8788290333930,11.95,,,
8788290333952,11.95,,,
8788290334027,11.95,,,
8788290357893,11.95,,,
8788290358012,11.95,,,
8788290358362,11.95,,,
8788290358366,11.95,,,
8788290358614,11.95,,,
8788290358783,11.95,,,
8788290358828,11.95,,,
8788290359113,11.95,,,
8788290359265,11.95,,,
8788290359688,11.95,,,
8788290359819,11.95,,,
8788290381217,11.95,,,
8788290381283,11.95,,,
8788290381728,11.95,,,
8788290381784,11.95,,,
8788290382064,11.95,,,
8788290382148,11.95,,,
8788290382149,11.95,,,
8788290382153,11.95,,,
8788290382386,11.95,,,
8788290382666,11.95,,,
8788290228260,11.95,,,
8788290285145,11.95,,,
8788290332013,11.95,,,
8788290332470,11.95,,,
8788290332475,11.95,,,
8788290333205,11.95,,,
8788290333621,11.95,,,
8788290333872,11.95,,,
8788290334048,11.95,,,
8788290357637,11.95,,,
8788290357639,11.95,,,
8788290357645,11.95,,,
8788290357799,11.95,,,
8788290357889,11.95,,,
8788290358401,11.95,,,
8788290358426,11.95,,,
8788290359079,11.95,,,
8788290381091,11.95,,,
8788290381126,11.95,,,
8788290381251,11.95,,,
8788290382198,11.95,,,
8788290382209,11.95,,,
8788290382522,11.95,,,
8788290382664,11.95,,,
8788290382708,11.95,,,
8788290230079,11.95,,,
8788290230086,11.95,,,
8788290230090,11.95,,,
8788290230253,11.95,,,
8788290230280,11.95,,,
8788290231050,11.95,,,
8788290231310,11.95,,,
8788290231599,11.95,,,
8788290289468,11.95,,,
8788290289487,11.95,,,
8788290334266,11.95,,,
8788290334370,11.95,,,
8788290334535,11.95,,,
8788290334762,11.95,,,
8788290334779,11.95,,,
8788290334850,11.95,,,
8788290334851,11.95,,,
8788290334894,11.95,,,
8788290334965,11.95,,,
8788290335092,11.95,,,
8788290335262,11.95,,,
8788290335488,11.95,,,
8788290335675,11.95,,,
8788290335883,11.95,,,
8788290336069,11.95,,,
8788290336072,11.95,,,
8788290336075,11.95,,,
8788290360016,11.95,,,
8788290360215,11.95,,,
8788290360355,11.95,,,
8788290360356,11.95,,,
8788290360586,11.95,,,
8788290360929,11.95,,,
8788290361127,11.95,,,
8788290361137,11.95,,,
8788290361498,11.95,,,
8788290361597,11.95,,,
8788290229724,11.95,,,
8788290230245,11.95,,,
8788290230596,11.95,,,
8788290289302,11.95,,,
8788290334521,11.95,,,
8788290334661,11.95,,,
8788290334725,11.95,,,
8788290334757,11.95,,,
8788290335950,11.95,,,
8788290359910,11.95,,,
8788290360104,11.95,,,
8788290360237,11.95,,,
8788290360491,11.95,,,
8788290360595,11.95,,,
8788290360880,11.95,,,
8788290360915,11.95,,,
8788290361218,11.95,,,
8788290361313,11.95,,,
8788290361356,11.95,,,
8788290361427,11.95,,,
8788290361473,11.95,,,
8788290361702,11.95,,,
8788290381402,11.95,,,
8788290233817,11.95,,,
8788290233823,11.95,,,
8788290233889,11.95,,,
8788290310159,11.95,,,
8788290310164,11.95,,,
8788290311188,11.95,,,
8788290311301,11.95,,,
8788290311362,11.95,,,
8788290311483,11.95,,,
8788290336463,11.95,,,
8788290336512,11.95,,,
8788290336623,11.95,,,
8788290336730,11.95,,,
8788290336734,11.95,,,
8788290336829,11.95,,,
8788290336845,11.95,,,
8788290337016,11.95,,,
8788290337023,11.95,,,
8788290337104,11.95,,,
8788290337112,11.95,,,
8788290361786,11.95,,,
8788290361952,11.95,,,
8788290362079,11.95,,,
8788290362177,11.95,,,
8788290362522,11.95,,,
8788290362528,11.95,,,
8788290362578,11.95,,,
8788290362836,11.95,,,
8788290362997,11.95,,,
8788290363027,11.95,,,
8788290363268,11.95,,,
8788290234427,11.95,,,
8788290234667,11.95,,,
8788290311468,11.95,,,
8788290336495,11.95,,,
8788290336750,11.95,,,
8788290336774,11.95,,,
8788290336847,11.95,,,
8788290337290,11.95,,,
8788290337348,11.95,,,
8788290337479,11.95,,,
8788290337585,11.95,,,
8788290361887,11.95,,,
8788290362090,11.95,,,
8788290362210,11.95,,,
8788290362318,11.95,,,
8788290362327,11.95,,,
8788290362347,11.95,,,
8788290362414,11.95,,,
8788290362586,11.95,,,
8788290312283,11.95,,,
8788290236501,11.95,,,
8788290236798,11.95,,,
8788290237260,11.95,,,
8788290237261,11.95,,,
8788290238741,11.95,,,
8788290238780,11.95,,,
8788290312506,11.95,,,
8788290312574,11.95,,,
8788290312932,11.95,,,
8788290313777,11.95,,,
8788290338198,11.95,,,
8788290338241,11.95,,,
8788290338458,11.95,,,
8788290338644,11.95,,,
8788290338707,11.95,,,
8788290338943,11.95,,,
8788290339078,11.95,,,
8788290339263,11.95,,,
8788290339306,11.95,,,
8788290339449,11.95,,,
8788290363800,11.95,,,
8788290364081,11.95,,,
8788290364107,11.95,,,
8788290364181,11.95,,,
8788290364381,11.95,,,
8788290364546,11.95,,,
8788290364745,11.95,,,
8788290364934,11.95,,,
8788290365137,11.95,,,
8788290365155,11.95,,,
8788290236009,11.95,,,
8788290236452,11.95,,,
8788290236504,11.95,,,
8788290237970,11.95,,,
8788290312503,11.95,,,
8788290313196,11.95,,,
8788290337760,11.95,,,
8788290338096,11.95,,,
8788290338682,11.95,,,
8788290363727,11.95,,,
8788290364176,11.95,,,
8788290364441,11.95,,,
8788290364488,11.95,,,
8788290364574,11.95,,,
8788290364601,11.95,,,
8788290364677,11.95,,,
8788290364709,11.95,,,
8788290364726,11.95,,,
8788290364735,11.95,,,
8788290364964,11.95,,,
8788290365108,11.95,,,
8788290365208,11.95,,,
8788290365291,11.95,,,
8788290365298,11.95,,,
8788290338361,11.95,,,
8788290338363,11.95,,,
8788290239365,11.95,,,
8788290239457,11.95,,,
8788290250039,11.95,,,
8788290250557,11.95,,,
8788290250743,11.95,,,
8788290250899,11.95,,,
8788290251550,11.95,,,
8788290251972,11.95,,,
8788290252094,11.95,,,
8788290254208,11.95,,,
8788290255375,11.95,,,
8788290255902,11.95,,,
8788290315873,11.95,,,
8788290316020,11.95,,,
8788290316162,11.95,,,
8788290318736,11.95,,,
8788290318760,11.95,,,
8788290339822,11.95,,,
8788290339823,11.95,,,
8788290339941,11.95,,,
8788290340159,11.95,,,
8788290340237,11.95,,,
8788290340373,11.95,,,
8788290340502,11.95,,,
8788290340515,11.95,,,
8788290340558,11.95,,,
8788290340561,11.95,,,
8788290340827,11.95,,,
8788290340914,11.95,,,
8788290340992,11.95,,,
8788290341047,11.95,,,
8788290341091,11.95,,,
8788290341100,11.95,,,
8788290341156,11.95,,,
8788290341221,11.95,,,
8788290365499,11.95,,,
8788290365624,11.95,,,
8788290365710,11.95,,,
8788290365849,11.95,,,
8788290365939,11.95,,,
8788290366096,11.95,,,
8788290366106,11.95,,,
8788290366118,11.95,,,
8788290366149,11.95,,,
8788290366187,11.95,,,
8788290366447,11.95,,,
8788290366527,11.95,,,
8788290366598,11.95,,,
8788290366686,11.95,,,
8788290366689,11.95,,,
8788290366828,11.95,,,
8788290366926,11.95,,,
8788290366932,11.95,,,
8788290367003,11.95,,,
8788290367139,11.95,,,
8788290239650,11.95,,,
8788290250405,11.95,,,
8788290315490,11.95,,,
8788290315629,11.95,,,
8788290316082,11.95,,,
8788290339880,11.95,,,
8788290339887,11.95,,,
8788290339892,11.95,,,
8788290340064,11.95,,,
8788290340465,11.95,,,
8788290340587,11.95,,,
8788290340639,11.95,,,
8788290340909,11.95,,,
8788290340953,11.95,,,
8788290341340,11.95,,,
8788290341352,11.95,,,
8788290365369,11.95,,,
8788290365512,11.95,,,
8788290366049,11.95,,,
8788290366095,11.95,,,
8788290366126,11.95,,,
8788290366186,11.95,,,
8788290366212,11.95,,,
8788290366265,11.95,,,
8788290366344,11.95,,,
8788290366367,11.95,,,
8788290366387,11.95,,,
8788290366393,11.95,,,
8788290366394,11.95,,,
8788290366570,11.95,,,
8788290366574,11.95,,,
8788290366591,11.95,,,
8788290366866,11.95,,,
8788290281672,11.95,,,
8788290281986,11.95,,,
8788290282004,11.95,,,
8788290282470,11.95,,,
8788290282650,11.95,,,
8788290282713,11.95,,,
8788290310603,11.95,,,
8788290325303,11.95,,,
8788290218336,11.95,,,
8788290220817,11.95,,,
8788290225843,11.95,,,
8788290227632,11.95,,,
8788290232065,11.95,,,
8788290238448,11.95,,,
8788290319099,11.95,,,
8788290329343,11.95,,,
8788290352402,11.95,,,
8788290370245,11.95,,,
8788290370833,11.95,,,
8788290371705,11.95,,,
8788290376587,11.95,,,
8788290377628,11.95,,,
8788290377853,11.95,,,
8788290378218,11.95,,,
8788290379918,11.95,,,
8788290382477,11.95,,,
8788290382479,11.95,,,
8788290366004,11.95,,,
8788290367342,11.95,,,
8788290367796,11.95,,,
8788290369863,11.95,,,
8788290373192,11.95,,,
8788290353084,11.95,,,
8788290377422,11.95,,,
8788290378217,11.95,,,
8788290377892,11.95,,,
8788290379697,11.95,,,
8788290380097,11.95,,,
8788290380333,11.95,,,
8788290380497,11.95,,,
8788290380548,11.95,,,
8788290333741,11.95,,,
8788290381227,11.95,,,
8788290381779,11.95,,,
8788290382104,11.95,,,
8788290382528,11.95,,,
8788290336034,11.95,,,
8788290382576,11.95,,,
8788291121354,11.95,,,
8788291121474,11.95,,,
8788291121475,11.95,,,
8788291121705,11.95,,,
8788291121786,11.95,,,
8788291121853,11.95,,,
8788291121938,11.95,,,
8788291119867,11.95,,,
8788291119913,11.95,,,
8788291120303,11.95,,,
8788291120490,11.95,,,
8788291120599,11.95,,,
8788291120619,11.95,,,
8788291120639,11.95,,,
8788291120882,11.95,,,
8788291120888,11.95,,,
8788290377039,11.95,,,
8788290377277,11.95,,,
8788290377367,11.95,,,
8788290377972,11.95,,,
8788290227481,14.95,,,